tweet_id,sentiment
1214077271356502016,Negative
1212730330806980609,Positive
1214173163032076288,Neutral
1201247965089845249,Negative
1212733002821832709,Positive
1201524846343184384,Neutral
1201093046462558208,Negative
1212439687673131012,Negative
1212363267865284614,Positive
1200955987978530817,Neutral
1201112383877500928,Negative
1212290115403427840,Neutral
1214170386453204994,Positive
1201453246331654144,Negative
1214159113644650496,Neutral
1201156768530944000,Negative
1213014539035435014,Positive
1212710586921959425,Neutral
1217334159288471554,Positive
1212763562764066818,Positive
1208625555630907397,Neutral
1213267110861983744,Positive
1212982120316121090,Neutral
1207933404957814785,Positive
1212993454046957568,Neutral
1212791988745113600,Neutral
1213821098770468866,Negative
1214036439186448386,Neutral
1212337718233092096,Neutral
1201046792277839872,Neutral
1214152954921521152,Neutral
1214181785271197696,Neutral
1201170653539438594,Negative
1201377737291812865,Neutral
1213011340199153664,Positive
1213288058814128128,Neutral
1214230487482458112,Neutral
1213813566320578560,Negative
1222951121624403973,Negative
1213124241480192000,Neutral
1201299804330090497,Positive
1212305209365544961,Mixed
1212398159340744704,Neutral
1213009200604991488,Neutral
1213096088107933698,Negative
1216719021615276034,Positive
1213913801625608194,Neutral
1214235562820931585,Neutral
1212298943985569792,Neutral
1217397559607615488,Negative
1213133292540743680,Negative
1212430560154542081,Neutral
1212794549409439744,Positive
1201186387468398593,Positive
1217380669552283648,Negative
1214925870990843904,Neutral
1213103513917636612,Positive
1214217188036562946,Negative
1213243156696834050,Negative
1215390631314493441,Positive
1201510486644277248,Neutral
1216098430520569856,Positive
1212821850889367552,Positive
1213918726187294724,Mixed
1216341025523826688,Neutral
1222890877636489216,Neutral
1222655465064001536,Positive
1212201080983044097,Neutral
1213857960302202880,Neutral
1212512614363860994,Positive
1201406294894219264,Neutral
1214680893400461320,Positive
1212810901453262849,Positive
1213100092602961921,Neutral
1201258335418216448,Neutral
1214027695589412864,Neutral
1201499542715281415,Neutral
1215333635555053568,Neutral
1207811768841580544,Neutral
1212218674351943680,Negative
1213976203708776454,Negative
1212461681487613953,Neutral
1201295484251340800,Neutral
1213254576998105090,Mixed
1213157704266596353,Mixed
1214841517451427840,Neutral
1213044554284306432,Neutral
1216460158987128834,Neutral
1213005794368770048,Positive
1212808626659897344,Negative
1212301062419431424,Neutral
1201238168617574400,Positive
1213010690224656384,Negative
1212343705757241349,Neutral
1212921929989939201,Mixed
1212264581621592066,Neutral
1202234736279732224,Mixed
1212926030643712001,Neutral
1214096383575285760,Negative
1214169300170412034,Positive
1201425056968007681,Positive
1213246352047493120,Positive
1213246145805377538,Negative
1213846858210123777,Positive
1216788945557770242,Neutral
1213286342622400512,Positive
1215334205992919042,Neutral
1216587368549027840,Negative
1213057162395705345,Mixed
1212513188618686465,Positive
1214853385293303808,Negative
1223054235748708353,Neutral
1214210635095052289,Mixed
1200921790232576000,Neutral
1212389339377938433,Neutral
1212301888516849664,Mixed
1201438608810483714,Neutral
1214807449397538816,Neutral
1201205147407462401,Positive
1215303594158764034,Neutral
1212399451513524224,Mixed
1212719878077132805,Negative
1201320308541665285,Positive
1201064955748978688,Negative
1201446758473187329,Neutral
1213672486459641856,Neutral
1213184280106536967,Neutral
1216421863263522817,Positive
1213285261527912448,Neutral
1201329573209628673,Neutral
1213148369125826560,Positive
1212729838777372672,Negative
1212965747695202305,Negative
1213181158999121920,Negative
1213886612981133318,Neutral
1212479791087202306,Positive
1212792667979091968,Neutral
1201228262921428994,Neutral
1216820558236717058,Neutral
1201120671176241157,Neutral
1204575953822728193,Negative
1212271835171184640,Negative
1214880462809784320,Neutral
1216819929212706817,Mixed
1216728412620050432,Neutral
1212753667146887168,Positive
1213059596987715584,Negative
1213112313819078658,Mixed
1201411438256021504,Mixed
1212721719259078657,Negative
1213024612952498176,Mixed
1212319384997371905,Neutral
1215998480411439104,Negative
1214849955220856832,Negative
1212395086673256449,Positive
1201508285184139264,Negative
1216935204444680192,Neutral
1213030915028463616,Positive
1214145979601084416,Positive
1212735910552449026,Positive
1222951433844281344,Negative
1212827921645277184,Negative
1222891948505059330,Negative
1212975035700457473,Positive
1222549105144221703,Positive
1212436724665798656,Neutral
1213895677702369280,Positive
1214836266698780673,Neutral
1214133610997002240,Mixed
1214072672071618561,Neutral
1214790870194622465,Neutral
1201137209530867715,Neutral
1213074684620820481,Neutral
1212752507623137281,Negative
1215860405962248192,Negative
1201403780270559232,Mixed
1216257908096339969,Positive
1212837281725325318,Positive
1222981416616693765,Mixed
1212386647574274059,Negative
1213103169657593856,Mixed
1215962610740400128,Negative
1215987088820252674,Negative
1214030618054602754,Neutral
1214063036778123265,Mixed
1212878821004853249,Neutral
1208019284561203201,Neutral
1213897353784152070,Neutral
1214227367075500033,Negative
1201238521153048577,Negative
1214113768256479232,Negative
1201509505781190656,Positive
1213289689890918400,Positive
1212233191240671232,Neutral
1217404926302793729,Neutral
1212582699531227136,Neutral
1213294497259540482,Negative
1213181484745531392,Negative
1201257839773323266,Positive
1212573095225184256,Negative
1212270436219797505,Neutral
1213928358175813634,Negative
1212146784870514688,Negative
1215997310813003776,Mixed
1201046057247002624,Negative
1213001930622017541,Negative
1212433186485133317,Negative
1217495519175507968,Neutral
1222967704447062022,Neutral
1216284842876440577,Positive
1212427193269342211,Neutral
1217382429784190982,Positive
1211291227120910336,Negative
1214702189312200704,Mixed
1216547229990891520,Positive
1212446885396529152,Positive
1212308369329020929,Neutral
1212431068718141442,Neutral
1213062215621894144,Negative
1214083286697422848,Positive
1213788018680770560,Neutral
1201108755041148930,Negative
1201119330567704579,Negative
1201026445532786688,Positive
1217418631577067521,Neutral
1213229921834688512,Neutral
1217458433638699010,Positive
1214173904345948162,Positive
1213094654062792711,Mixed
1214775865705451522,Negative
1217522755907858438,Positive
1216225222896037888,Positive
1201210925245702144,Neutral
1212567398131351552,Positive
1212763319246802944,Negative
1213745692864319488,Positive
1213180698900627456,Negative
1213796232042184706,Negative
1214124921225457666,Negative
1212757694618243072,Neutral
1212322464535076864,Neutral
1201159803466387457,Neutral
1213191005836591104,Neutral
1212347706242412547,Negative
1213023409283710976,Negative
1213065329582100485,Negative
1212528940838834177,Neutral
1214214491136839682,Neutral
1201381601688473600,Neutral
1212455733154996226,Neutral
1201182491912085505,Positive
1212177044433461249,Positive
1213887177077280771,Negative
1212777750404194305,Neutral
1213226578538201088,Neutral
1212833030919864320,Neutral
1213936425491714049,Neutral
1212961923312037891,Neutral
1213780914641211392,Neutral
1216726616757493761,Positive
1201063799467528192,Positive
1201358921446952960,Neutral
1212829886366261252,Neutral
1223088018866757632,Neutral
1201503517669830656,Positive
1212541219802247168,Negative
1214119606144708610,Positive
1214154146024046592,Mixed
1201218234147577860,Neutral
1212800412245512192,Positive
1213009562812456960,Mixed
1212495248934473728,Positive
1213283375777271808,Neutral
1212434812419657730,Negative
1217289205669339136,Neutral
1212731744287383556,Neutral
1212461336896188418,Mixed
1212434712997892096,Mixed
1201071793085255680,Neutral
1212781908318441477,Negative
1214218551994781696,Neutral
1216624821607587841,Positive
1213881439579717632,Neutral
1213104250911428609,Positive
1213038245208088577,Neutral
1212765807752699907,Positive
1213808164719579137,Neutral
1213849896912113665,Neutral
1216680495762825216,Neutral
1213133172101328896,Neutral
1212450065618522113,Negative
1204213935991402496,Mixed
1223012686969090054,Positive
1201506909712343040,Positive
1201479957538574336,Positive
1213675942444511233,Neutral
1201122604867837952,Positive
1212422712829841410,Positive
1212426428102385664,Neutral
1201442228016680960,Negative
1201517608052281345,Positive
1201472593368408065,Positive
1216691422625181696,Neutral
1212405461242273792,Negative
1212348787831771136,Negative
1214101781703282691,Positive
1213730681647443968,Neutral
1216338292121260032,Positive
1213857003061297159,Neutral
1203731322549743618,Neutral
1212860079332036610,Neutral
1212705813258817537,Positive
1213908109455953920,Negative
1216725758195924992,Neutral
1212947945227730944,Neutral
1213755802240114688,Neutral
1212348903699501057,Neutral
1214828090356043776,Negative
1202854248490438656,Neutral
1213028095885635584,Positive
1212502213727272961,Positive
1213906838225346560,Positive
1201101545036820482,Mixed
1212226706653765633,Neutral
1212246834841837568,Positive
1210575323319980032,Mixed
1213088029902090241,Neutral
1212480920743284738,Negative
1212859746648236032,Neutral
1212548879381647361,Neutral
1204025332757647360,Negative
1213095361973309440,Neutral
1212812081386475521,Positive
1212169877194190852,Negative
1201483165707251712,Neutral
1213227466229239808,Negative
1212816645292544000,Negative
1201211881039548416,Neutral
1214006324519985152,Positive
1212267606603898880,Neutral
1213767037232861184,Positive
1213234512022458374,Mixed
1201006708103032834,Negative
1213232024430886912,Mixed
1213160505029869569,Positive
1215299493207388161,Negative
1201087596811698177,Mixed
1201110014422867968,Negative
1212352318601093120,Positive
1201455535192715264,Mixed
1213172051105714178,Neutral
1213741645985959936,Positive
1201044794320904193,Neutral
1212746051515568128,Neutral
1214798361469112320,Neutral
1213923449363501057,Negative
1212291280434352128,Neutral
1204920435713835008,Neutral
1201111152933179396,Mixed
1216652837767254016,Negative
1212362943490396165,Negative
1201224082831925248,Neutral
1212363349171806208,Neutral
1201387817819095040,Neutral
1212731292007194625,Mixed
1213042583343120385,Neutral
1212402107208359936,Negative
1201419528711880704,Negative
1213159416004071429,Positive
1216616995497615360,Neutral
1214813082540740609,Mixed
1209560822931955712,Mixed
1213030863983796224,Positive
1214204440611360768,Neutral
1212402763944091649,Positive
1212761631157096451,Neutral
1212761012132298752,Neutral
1212367481664393216,Positive
1212460253976989697,Positive
1212313853339586560,Negative
1201086095766835201,Neutral
1212539489442291718,Positive
1212851799943716864,Negative
1212472835861549057,Negative
1213865065654435840,Neutral
1201105575460974592,Positive
1214775762869477376,Positive
1216819333999071232,Neutral
1213203284997095425,Negative
1212777303438020609,Negative
1212472519892111362,Neutral
1201079918022537216,Neutral
1212911903040774145,Positive
1213156296188407814,Negative
1214229370124079104,Neutral
1212277031674642438,Neutral
1212307319591190529,Neutral
1213256989901557761,Positive
1213796073103384577,Positive
1214193055252860928,Negative
1212744001725566977,Mixed
1212211097069084673,Neutral
1212740775295012864,Negative
1213902515164594176,Neutral
1216945204495699968,Neutral
1216124668760993792,Neutral
1214115081115643904,Neutral
1212461434430468097,Neutral
1213882522813239297,Negative
1213200295343333376,Mixed
1213915863969083392,Negative
1201237205441757184,Neutral
1213102515673346048,Negative
1222952578327220224,Neutral
1213111478221516800,Neutral
1200938782213754881,Positive
1212853338737446918,Neutral
1216597616043098113,Positive
1212459115772907520,Neutral
1213052970004361217,Neutral
1214778028854788097,Mixed
1213091097460846594,Negative
1213842055396560898,Neutral
1215997549540184064,Neutral
1213815040178040835,Positive
1212829369799979008,Mixed
1212728749478821890,Negative
1213929084113346560,Neutral
1201026938783055873,Mixed
1212978331571896321,Neutral
1201217157390127105,Positive
1200966327629942784,Negative
1213936393975738370,Neutral
1216096027788349441,Neutral
1212419609451794432,Positive
1206995126620438529,Neutral
1212950571537166336,Negative
1208136641325326336,Positive
1214150538591395841,Positive
1212574229994102785,Neutral
1201188070793580545,Neutral
1212545979137835008,Mixed
1208376906145550336,Neutral
1212732903592992768,Positive
1213323904716083200,Neutral
1212962818636554241,Positive
1201366381612208128,Negative
1213176177931669505,Negative
1214235148490870789,Positive
1214097407325007873,Neutral
1213812853058220032,Neutral
1213190887985025026,Positive
1212374860317499392,Mixed
1212317328064557056,Negative
1214001090854899713,Positive
1201213464636805121,Negative
1201353428523343872,Negative
1214084862002503680,Negative
1201239722624004096,Negative
1201414305230573568,Positive
1213177070634684417,Negative
1212420066865750018,Negative
1201252313878401026,Negative
1204676864272416770,Neutral
1212732401547390976,Negative
1212914680307552257,Neutral
1212423081500827650,Neutral
1213768146173214720,Mixed
1215050955651239936,Negative
1212766833251479552,Mixed
1213101409010368512,Negative
1214161963762274304,Neutral
1214058895955701761,Positive
1210932762871574529,Positive
1201382588650151937,Neutral
1222369527490629632,Positive
1201491575471267842,Negative
1212390725108850688,Negative
1208521149384032257,Negative
1212279613671559168,Neutral
1214136439438479360,Neutral
1216036381543276544,Negative
1214175481483997184,Neutral
1214181767403495424,Negative
1213775218101178369,Negative
1201027210309754880,Positive
1213273520194674694,Neutral
1212451281866051587,Negative
1213056175928774658,Negative
1223015003181199361,Negative
1212476528627507200,Negative
1215866389271138304,Negative
1212754132894924801,Positive
1201410177922154496,Neutral
1213269180612513792,Negative
1212293639281545216,Mixed
1212504680619745280,Neutral
1214084676199092225,Negative
1214232851325112321,Negative
1217532663172608003,Neutral
1201494896798052352,Negative
1212478001230876678,Mixed
1212744845292425218,Mixed
1213146526224138240,Positive
1212253700124790784,Neutral
1214140208112898048,Negative
1222050985167720448,Negative
1214025743732224000,Positive
1212504880994226176,Positive
1201220871005843458,Positive
1213088682988756993,Negative
1214247876831961088,Neutral
1200920475427319808,Positive
1212446921157173248,Neutral
1213154020350668800,Mixed
1201055774342025216,Positive
1212797593744560128,Neutral
1207687776830926848,Negative
1212433060752478209,Positive
1212808729273552896,Mixed
1215382239690838016,Positive
1213942029601906688,Positive
1217436572812967936,Neutral
1201057225818681344,Mixed
1213891892212953088,Positive
1214229334480818178,Negative
1213025030550048768,Neutral
1213121263184621574,Neutral
1214142686959149056,Neutral
1212895852706095106,Neutral
1213180446114304001,Positive
1214716622918713344,Negative
1212404262006935555,Mixed
1216830491191664640,Negative
1214852297357975552,Negative
1214829765930233856,Neutral
1201975022740332544,Negative
1212467712817029126,Negative
1213156215196270597,Neutral
1217459305764528128,Neutral
1214189888234496000,Neutral
1201501056863215617,Positive
1213040274030649344,Negative
1212305389452242945,Neutral
1212306099761750016,Mixed
1215447159048298496,Positive
1213055604199174145,Negative
1216005159672852481,Negative
1213309432882507776,Positive
1216260097304940545,Neutral
1213045642337169408,Neutral
1212932555311321094,Neutral
1214168271798317058,Positive
1201411749678895105,Negative
1213056321865555968,Negative
1213168237946515459,Negative
1212364855786819584,Negative
1212768646138871809,Negative
1214200570036342785,Neutral
1213280552041811969,Neutral
1207290809508388865,Neutral
1214181143685271554,Mixed
1212329618121854976,Negative
1212266701456388096,Neutral
1212395850510589953,Negative
1214228976694108160,Neutral
1200964399340703745,Neutral
1212904152696684544,Neutral
1202135766471716864,Positive
1214242361150181381,Negative
1213108716859465729,Positive
1213131901126479873,Neutral
1201501765016965120,Positive
1213885958619377664,Neutral
1201492311378558976,Neutral
1212334134208671746,Negative
1217408181502083073,Neutral
1212341581279313922,Positive
1212782220164943873,Positive
1216242511099895809,Neutral
1213886624045637635,Negative
1212257258366799872,Mixed
1212744634386014208,Neutral
1214093347578621952,Positive
1213180571221995521,Negative
1213192869273624589,Mixed
1213056019460427778,Positive
1213025093447749632,Negative
1213960851650228224,Neutral
1213962826966061056,Positive
1212346017762267136,Positive
1215130559049060352,Neutral
1213745004184834049,Neutral
1212405512043667456,Positive
1213012299688099840,Neutral
1205679094140198913,Negative
1212777377757052928,Negative
1213015520016052224,Positive
1214821361266417664,Neutral
1212478007920730113,Positive
1212768855204024322,Positive
1212465732941946883,Neutral
1214708283291971584,Negative
1212772539212144640,Positive
1212867665007538177,Neutral
1217496960489443329,Neutral
1212480898656096257,Neutral
1212402798081593344,Positive
1212499996932792320,Positive
1212830281465552897,Negative
1212479610203574282,Negative
1201151871672557569,Negative
1201424205427945472,Negative
1212190359608008705,Neutral
1214103744423583744,Negative
1212537141986758656,Neutral
1216689262436982784,Negative
1214165774115495938,Neutral
1214211410147844097,Positive
1201140506958401536,Neutral
1212954116802203648,Positive
1213057579401826305,Positive
1213932718268067840,Neutral
1216938031552303104,Neutral
1214212973289451526,Neutral
1214042276239831041,Neutral
1212352227031040001,Neutral
1212455329654554625,Negative
1214247125195919360,Mixed
1214673969019797504,Negative
1213029450356592640,Negative
1212342527719878657,Negative
1212352275651403776,Negative
1200930461939167232,Neutral
1213157052601778177,Neutral
1206449083617075200,Neutral
1201168285582032897,Positive
1214226661153157120,Positive
1214782676978327552,Positive
1214915596078456832,Negative
1212468719408091137,Positive
1212712161623105536,Negative
1212876893705256960,Negative
1217420945994002433,Positive
1213102339336396801,Negative
1213289095788580864,Positive
1201112471307739136,Neutral
1212708477405138946,Positive
1214702695350710278,Neutral
1201521204890406914,Mixed
1212965690921103365,Neutral
1214748174256082944,Neutral
1213901502177255424,Neutral
1213103122790387713,Negative
1212800416523657216,Positive
1216321406750818304,Neutral
1213889003918962688,Positive
1201277226542649349,Positive
1216742472304427008,Neutral
1212712456348471297,Negative
1214869878202613760,Positive
1217459997023571968,Neutral
1213103112514392069,Negative
1213035597864062977,Neutral
1214046643663908865,Neutral
1201252251370708992,Neutral
1214802507622473729,Positive
1215856453535313920,Positive
1212812972000792576,Positive
1201505680647237632,Positive
1212246978656178178,Negative
1213873505365823492,Positive
1201038777583583232,Mixed
1213082442283864064,Neutral
1201501116472741890,Positive
1214754603675160578,Neutral
1213143880671145984,Neutral
1214984190049034243,Positive
1212223646724435968,Negative
1214246119884107778,Positive
1213155131665108992,Negative
1200977346783858688,Positive
1213021312823767040,Neutral
1212902010028273671,Positive
1212385647626981382,Positive
1214015282718683136,Neutral
1216417546020237313,Neutral
1201498870573862914,Negative
1201184850717413378,Negative
1213896039150837762,Positive
1201173971401674755,Positive
1201155862951272448,Neutral
1213226290897141762,Negative
1222951288868089856,Negative
1212708205207400454,Neutral
1213810715829657600,Positive
1213192747756199947,Neutral
1200928156422680581,Positive
1212462641542811653,Neutral
1200981447596630016,Negative
1216777366468382720,Positive
1214058567558406145,Neutral
1201328409957273601,Neutral
1214062834671210497,Negative
1213144067133059073,Positive
1216785768024330240,Neutral
1212231982329008128,Neutral
1212718875994992643,Negative
1210836064258199552,Neutral
1212776309660758016,Neutral
1212244071902662656,Mixed
1213828940944592898,Positive
1202503346759905280,Positive
1212416116930351106,Neutral
1213144452094668801,Negative
1201070748326072321,Negative
1201451001628282880,Positive
1212383464483434496,Neutral
1213154492390223874,Positive
1214168499733569536,Neutral
1212582264653123585,Neutral
1213088983376433152,Neutral
1201050075780263937,Mixed
1213812237011423233,Neutral
1212438147570769921,Positive
1212393023528669184,Neutral
1212476792424022017,Neutral
1201165018382905344,Neutral
1212755149065719816,Positive
1212265711227285504,Positive
1212559114271768577,Positive
1213066874109530113,Neutral
1212961528187670528,Positive
1205740811666776066,Positive
1212795314358431747,Positive
1214214702584279040,Positive
1201186835969429504,Neutral
1212450773445029888,Positive
1214138872923402240,Positive
1213850687404068865,Positive
1212418838706434048,Negative
1215991492604497922,Neutral
1212387983049076736,Positive
1213757653261979648,Negative
1213241070043193344,Neutral
1213269406324641792,Positive
1212990497352044544,Negative
1212868696475086854,Neutral
1212498575848030214,Neutral
1215004294849716224,Positive
1213171983829082112,Neutral
1201483562534522882,Negative
1212380545629478913,Neutral
1216018819375943680,Positive
1212772442164355072,Neutral
1212955383012003841,Neutral
1212728405336166400,Neutral
1215895099525279744,Negative
1222922213290074118,Neutral
1201497133334949895,Negative
1213753497553920005,Neutral
1213009272931524609,Neutral
1214932005898661889,Negative
1206121483333844992,Neutral
1214751168028692486,Neutral
1213770798185533441,Positive
1201002756867284993,Negative
1212242824948830208,Neutral
1216645802510012416,Mixed
1213005862614315008,Negative
1200973813523111936,Positive
1214070572642193408,Neutral
1201503722729291777,Negative
1214930176523395072,Neutral
1214843431832498176,Positive
1212240980100952064,Negative
1201504546461298688,Neutral
1213901087880728576,Neutral
1215944191383080961,Positive
1212806395340439554,Neutral
1216856923926147074,Neutral
1222955917571960834,Neutral
1213182339712475136,Negative
1201421548311191553,Neutral
1212989000123920384,Positive
1212926431652540416,Positive
1212168466783965184,Positive
1215003961276583936,Neutral
1214788104172834817,Neutral
1213089041090056193,Positive
1214829428024467459,Negative
1213172381776273409,Neutral
1213065672516915200,Positive
1212709622789935104,Negative
1201128916536176640,Positive
1214231457188777986,Neutral
1201349218595676161,Negative
1213288449077215232,Mixed
1213228552260243456,Negative
1201251829683826688,Neutral
1201016385536745473,Positive
1212840526531170304,Negative
1214206214671884289,Negative
1213753584183074816,Neutral
1212214440013250561,Mixed
1213037541483536384,Negative
1213026329618210816,Neutral
1215971365616082946,Negative
1213799567910719490,Positive
1212418655054643202,Mixed
1212963722458783744,Neutral
1213743050196967424,Positive
1212948903659786240,Negative
1214222501628252161,Mixed
1201399530606006278,Neutral
1213190947938414592,Neutral
1213122752405811203,Neutral
1213126213306327049,Negative
1212148605018132480,Negative
1212277900076048384,Neutral
1201200869561245696,Neutral
1201119333470162946,Neutral
1213734671869075456,Negative
1213779321464270850,Neutral
1213029486763094016,Neutral
1212381395085152256,Neutral
1200970988407513094,Positive
1214818955497365505,Negative
1214822431111729152,Neutral
1214120485161754625,Neutral
1217379473802387456,Mixed
1201081221008236544,Negative
1210238984431063043,Neutral
1214167075280900097,Mixed
1216418911878615042,Negative
1213060797590626306,Mixed
1212175147186167808,Mixed
1212387808679223296,Neutral
1201050006804787200,Mixed
1200976688538103808,Neutral
1217506378744549377,Neutral
1213788850268581888,Negative
1213074384048607233,Positive
1213035950865039360,Positive
1212857911128530950,Neutral
1201500682806796289,Neutral
1201027328161267712,Neutral
1212384450128023553,Mixed
1213001047863627776,Positive
1212424339393536000,Neutral
1223088791184912385,Neutral
1212764223350157313,Neutral
1212773198200221696,Neutral
1213029519126355970,Negative
1214041740589568002,Positive
1216621510443651075,Negative
1213032525112774656,Positive
1213034344325009408,Neutral
1212767183761223680,Mixed
1213009049039585281,Positive
1212327425243275264,Neutral
1201480053097476096,Neutral
1213739123275685889,Neutral
1201317788457095168,Negative
1212265030705700864,Negative
1213293494271385601,Neutral
1212288885981663232,Negative
1212434380376985600,Negative
1201093641042907136,Negative
1213844734097186823,Neutral
1212805943144128513,Positive
1214700687256256512,Mixed
1212796200472207361,Positive
1212272928559161344,Positive
1212963400134930433,Neutral
1201027622895071232,Neutral
1201490676547907584,Negative
1213078918045011969,Neutral
1212407860111560704,Positive
1212729937410572289,Neutral
1213302673136607232,Negative
1213007254649262080,Negative
1214766065139560449,Neutral
1215958389181775872,Neutral
1213810512540192768,Negative
1213080740528873473,Neutral
1212775573912580098,Mixed
1221522404037550080,Positive
1216445553191587840,Neutral
1212245652295573505,Negative
1212246977192300544,Positive
1214096500185325568,Positive
1212419164973027328,Negative
1216029711530385408,Positive
1201222309790572546,Positive
1213819968204234752,Positive
1212245506350555137,Negative
1216311182312632320,Negative
1216723757378818051,Neutral
1201353949179199489,Mixed
1212726908804378626,Positive
1212278403530919936,Negative
1215876238729977857,Neutral
1214137280178327553,Neutral
1213899608033808384,Negative
1201489069085265920,Positive
1216056000043782145,Neutral
1214180991163609088,Neutral
